@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute outputs-1 {0,1,2,3}

@data
938,'2018/01/18 19:43:10:950',3,0.115528,0.325455,0.076333,0.045106,0.082246,0.132576,0.769338,0.034447,0.131052,0.221881,0.0616,0.166423,0.329708,0.083301,0.018898,0.004245,0.003682,0.002273,0.004863,0.001033,0.00201,0.001429,0.001405,0.001861,0.000915,?
939,'2018/01/18 19:43:10:968',3,0.123983,0.224218,0.092703,0.052286,0.090939,0.151418,0.769108,0.02797,0.117785,0.221842,0.0619,0.179969,0.352722,0.076927,0.020676,0.005159,0.005328,0.00213,0.002459,0.00124,0.001192,0.000905,0.00086,0.001224,0.000633,?
940,'2018/01/18 19:43:10:973',3,0.058517,0.242096,0.153817,0.062582,0.050593,0.151326,0.754136,0.016705,0.096588,0.211637,0.082643,0.189158,0.364848,0.080156,0.024327,0.004598,0.006055,0.002132,0.002244,0.00125,0.001025,0.000623,0.0004,0.000635,0.000261,?
941,'2018/01/18 19:43:10:985',3,0.149358,0.24614,0.13018,0.052471,0.059888,0.152776,0.752456,0.027124,0.073956,0.193902,0.122845,0.197884,0.373033,0.091331,0.021394,0.003752,0.002843,0.001867,0.002305,0.001377,0.000916,0.000596,0.00033,0.000321,0.000134,?
942,'2018/01/18 19:43:11:001',3,0.169416,0.200271,0.10408,0.063498,0.055145,0.178646,0.739425,0.027896,0.075615,0.17222,0.143654,0.194298,0.3752,0.094943,0.017495,0.003082,0.004032,0.002495,0.002641,0.001001,0.000911,0.00065,0.000356,0.000233,0.00011,?
943,'2018/01/18 19:43:11:008',3,0.104253,0.329126,0.061423,0.086977,0.042367,0.180001,0.751606,0.038576,0.070879,0.161669,0.150169,0.183303,0.396409,0.092979,0.016958,0.002815,0.003707,0.002566,0.002643,0.000985,0.000849,0.000532,0.000374,0.000229,0.000112,?
944,'2018/01/18 19:43:11:020',3,0.072328,0.377986,0.062261,0.092368,0.045648,0.196108,0.734623,0.024431,0.084052,0.151628,0.136151,0.167127,0.418245,0.094245,0.016956,0.004636,0.003944,0.002239,0.002376,0.001065,0.000928,0.00056,0.00037,0.000238,0.000127,?
945,'2018/01/18 19:43:11:031',3,0.08043,0.266932,0.061152,0.069172,0.050222,0.186427,0.743504,0.041647,0.072856,0.182609,0.123665,0.159459,0.438485,0.076402,0.012359,0.004823,0.007607,0.001777,0.002283,0.001072,0.000885,0.000583,0.000357,0.000268,0.000174,?
946,'2018/01/18 19:43:11:043',3,0.150429,0.35316,0.063626,0.051371,0.093886,0.177361,0.744078,0.049358,0.070675,0.194806,0.128176,0.162407,0.45159,0.076539,0.011197,0.003673,0.006863,0.001885,0.002297,0.000924,0.000803,0.000601,0.000336,0.000208,0.00012,?
947,'2018/01/18 19:43:11:055',3,0.180121,0.444828,0.119531,0.079417,0.088046,0.157214,0.76643,0.02793,0.080589,0.185164,0.117606,0.17365,0.441419,0.083581,0.008342,0.002868,0.004343,0.001853,0.002152,0.000894,0.000783,0.00055,0.000305,0.000224,0.000098,?
948,'2018/01/18 19:43:11:066',3,0.153834,0.344355,0.117739,0.066932,0.037349,0.159136,0.762782,0.028929,0.080468,0.159578,0.099098,0.172633,0.43896,0.079747,0.007501,0.004275,0.007283,0.001789,0.002206,0.000861,0.000872,0.00058,0.00032,0.000209,0.000097,?
949,'2018/01/18 19:43:11:078',3,0.119693,0.169859,0.095463,0.050926,0.041368,0.159001,0.702529,0.029728,0.080046,0.134186,0.086625,0.17445,0.441434,0.082761,0.006539,0.004808,0.009153,0.001966,0.002423,0.000848,0.000733,0.000528,0.000345,0.000222,0.000082,?
950,'2018/01/18 19:43:11:089',3,0.15386,0.154062,0.059408,0.042856,0.091268,0.183725,0.648202,0.024844,0.060587,0.119205,0.084672,0.173354,0.439852,0.082093,0.006336,0.004687,0.004537,0.001662,0.002437,0.000811,0.000839,0.000485,0.000414,0.000231,0.000092,?
951,'2018/01/18 19:43:11:101',3,0.259843,0.218401,0.084447,0.079905,0.095806,0.226743,0.594127,0.022546,0.066616,0.114459,0.074898,0.177088,0.457922,0.093892,0.005758,0.003842,0.007052,0.001753,0.002424,0.000812,0.000919,0.000555,0.000393,0.000221,0.000104,?
952,'2018/01/18 19:43:11:113',3,0.18963,0.239826,0.104409,0.082668,0.089146,0.195469,0.617537,0.020778,0.05124,0.086958,0.055457,0.171919,0.462238,0.099041,0.004551,0.003412,0.006743,0.001751,0.002379,0.000811,0.000855,0.000646,0.000421,0.000222,0.000103,?
953,'2018/01/18 19:43:11:124',3,0.11955,0.335254,0.10874,0.078633,0.089702,0.200418,0.604198,0.018267,0.038252,0.074617,0.044199,0.158094,0.473287,0.091919,0.006492,0.004659,0.004121,0.001967,0.002247,0.000694,0.000866,0.000577,0.000372,0.000233,0.000089,?
954,'2018/01/18 19:43:11:136',3,0.142365,0.249872,0.061976,0.069207,0.099065,0.195983,0.59824,0.011752,0.028034,0.053144,0.041608,0.147889,0.473505,0.077238,0.005995,0.004928,0.00621,0.001734,0.001916,0.000786,0.000814,0.00065,0.000311,0.000224,0.000087,?
955,'2018/01/18 19:43:11:148',3,0.175575,0.157202,0.062089,0.041088,0.093696,0.20367,0.617162,0.010766,0.029656,0.032778,0.03979,0.14389,0.454514,0.071391,0.005845,0.003963,0.006336,0.001648,0.00216,0.000777,0.000804,0.000587,0.00034,0.000219,0.000102,?
956,'2018/01/18 19:43:11:159',3,0.200784,0.235733,0.063828,0.099672,0.103734,0.238088,0.618489,0.025165,0.025046,0.028967,0.047619,0.124213,0.442341,0.065045,0.006847,0.003778,0.003587,0.001494,0.002039,0.000813,0.00086,0.000586,0.000331,0.000194,0.000088,?
957,'2018/01/18 19:43:11:171',3,0.114087,0.169313,0.06349,0.089387,0.098185,0.215217,0.625773,0.026325,0.028506,0.031637,0.053824,0.125948,0.445724,0.064088,0.006888,0.003586,0.005262,0.001634,0.001793,0.000986,0.000826,0.000522,0.000324,0.000202,0.000084,?
958,'2018/01/18 19:43:11:182',3,0.065426,0.140523,0.053854,0.053897,0.100056,0.217388,0.600903,0.016684,0.029723,0.032026,0.050949,0.126089,0.447019,0.062725,0.006565,0.004687,0.005052,0.001737,0.001641,0.000813,0.00078,0.00059,0.000305,0.000195,0.000087,?
959,'2018/01/18 19:43:11:194',3,0.07945,0.082152,0.059007,0.07768,0.084181,0.221871,0.598591,0.017195,0.030999,0.026372,0.061568,0.132547,0.447634,0.061787,0.005727,0.004974,0.002849,0.002019,0.001639,0.000749,0.000752,0.000553,0.000323,0.000188,0.000081,?
960,'2018/01/18 19:43:11:206',3,0.063579,0.162057,0.090034,0.134022,0.097488,0.229351,0.578559,0.021901,0.031675,0.025578,0.056825,0.133475,0.438598,0.057349,0.005008,0.006394,0.004239,0.0019,0.001869,0.000889,0.000725,0.000476,0.00035,0.000201,0.00009,?
961,'2018/01/18 19:43:11:220',3,0.061181,0.225113,0.10902,0.097193,0.124673,0.254211,0.594992,0.038523,0.031177,0.024239,0.048479,0.134063,0.429699,0.054008,0.006021,0.004832,0.004602,0.001539,0.00149,0.0008,0.000633,0.000525,0.000305,0.000198,0.000088,?
962,'2018/01/18 19:43:11:235',3,0.085294,0.24918,0.107917,0.094544,0.104181,0.271091,0.579874,0.031345,0.024955,0.025872,0.037633,0.125677,0.413918,0.047299,0.006107,0.005098,0.003711,0.001341,0.001796,0.000693,0.000533,0.000495,0.000332,0.000188,0.000092,?
963,'2018/01/18 19:43:11:240',3,0.069199,0.327597,0.134933,0.079499,0.098857,0.274165,0.569632,0.018764,0.043017,0.022139,0.038747,0.119064,0.393716,0.03769,0.006667,0.003632,0.004284,0.001336,0.001474,0.000782,0.000575,0.000549,0.000348,0.000197,0.000109,?
964,'2018/01/18 19:43:11:253',3,0.136083,0.183262,0.104371,0.044607,0.09958,0.245798,0.54853,0.018779,0.047296,0.023117,0.029,0.116966,0.378799,0.034129,0.005501,0.004934,0.003518,0.0013,0.001184,0.00086,0.000565,0.000554,0.000325,0.000213,0.000109,?
965,'2018/01/18 19:43:11:264',3,0.08378,0.171075,0.096867,0.03277,0.118815,0.237157,0.523445,0.025563,0.043814,0.01231,0.030067,0.122345,0.387177,0.029739,0.005992,0.004203,0.002795,0.001376,0.001123,0.000821,0.000694,0.000447,0.000309,0.000204,0.000103,?
966,'2018/01/18 19:43:11:275',3,0.065704,0.466839,0.148081,0.048807,0.140934,0.223795,0.522509,0.025837,0.042744,0.005987,0.021764,0.113802,0.381868,0.027859,0.005255,0.004019,0.003744,0.001857,0.001327,0.004954,0.000653,0.000599,0.000377,0.000195,0.0001,?
967,'2018/01/18 19:43:11:287',3,0.131615,0.494521,0.132674,0.058495,0.171643,0.222527,0.508181,0.035751,0.03978,0.006891,0.027639,0.120138,0.376595,0.027989,0.006894,0.003886,0.003476,0.001856,0.001299,0.008596,0.000799,0.000685,0.0004,0.000217,0.000097,?
968,'2018/01/18 19:43:11:298',3,0.140669,0.243942,0.0822,0.073352,0.145357,0.230131,0.499206,0.02779,0.034407,0.011966,0.025671,0.125801,0.365359,0.023138,0.00614,0.005303,0.001986,0.001456,0.001111,0.002354,0.000875,0.00054,0.000356,0.000231,0.0001,?
969,'2018/01/18 19:43:11:310',3,0.044303,0.336363,0.168391,0.042011,0.154752,0.212932,0.461316,0.02217,0.03055,0.017479,0.0281,0.128553,0.356653,0.022685,0.004457,0.003877,0.003046,0.001217,0.001013,0.001343,0.000732,0.00049,0.000344,0.000195,0.000102,?
970,'2018/01/18 19:43:11:322',3,0.09115,0.328742,0.103398,0.070963,0.152448,0.209577,0.444642,0.023299,0.026093,0.024299,0.031037,0.124393,0.340305,0.021328,0.003967,0.004762,0.003785,0.001437,0.000818,0.00112,0.000617,0.000453,0.00031,0.000191,0.000097,?
971,'2018/01/18 19:43:11:335',3,0.115667,0.257375,0.084548,0.114899,0.135084,0.203399,0.463694,0.021848,0.022006,0.02442,0.034727,0.110669,0.335981,0.022217,0.004973,0.00432,0.003482,0.001496,0.000935,0.000789,0.000625,0.000456,0.000307,0.000189,0.000102,?
972,'2018/01/18 19:43:11:345',3,0.112302,0.24836,0.106512,0.066679,0.153925,0.201073,0.490704,0.015656,0.023017,0.030494,0.037949,0.106419,0.336611,0.023344,0.004196,0.004386,0.002916,0.001271,0.001181,0.000834,0.000682,0.000474,0.000306,0.0002,0.000091,?
973,'2018/01/18 19:43:11:357',3,0.14908,0.263277,0.127459,0.06172,0.138553,0.209625,0.512305,0.012993,0.023409,0.038178,0.044728,0.100018,0.339579,0.022627,0.003186,0.003268,0.002627,0.001461,0.001142,0.00081,0.000581,0.000458,0.000316,0.000198,0.000099,?
974,'2018/01/18 19:43:11:368',3,0.069736,0.333058,0.194834,0.046196,0.155192,0.234048,0.531937,0.007326,0.02794,0.036129,0.061096,0.109891,0.339631,0.027224,0.003002,0.004509,0.001816,0.001532,0.001375,0.000943,0.000675,0.000459,0.000365,0.000201,0.000088,?
975,'2018/01/18 19:43:11:382',3,0.063472,0.229628,0.056442,0.024634,0.15042,0.219471,0.515067,0.019187,0.014437,0.035325,0.058481,0.119218,0.341175,0.025453,0.002741,0.00299,0.002606,0.001574,0.001614,0.001141,0.000725,0.000491,0.00032,0.000225,0.000087,?
976,'2018/01/18 19:43:11:391',3,0.052419,0.14699,0.113263,0.022385,0.146687,0.219667,0.47745,0.037197,0.016893,0.039355,0.051105,0.105072,0.328076,0.028342,0.003785,0.003969,0.002753,0.001174,0.001392,0.001057,0.000794,0.00057,0.000312,0.000218,0.000092,?
977,'2018/01/18 19:43:11:403',3,0.083477,0.298857,0.144085,0.049569,0.162104,0.232822,0.457737,0.02747,0.018763,0.03526,0.043506,0.088704,0.319491,0.029387,0.003825,0.003615,0.001634,0.001401,0.001235,0.00102,0.000706,0.000514,0.000315,0.000201,0.000095,?
978,'2018/01/18 19:43:11:415',3,0.079246,0.471687,0.14353,0.043029,0.142161,0.223241,0.391019,0.029892,0.01817,0.028397,0.034241,0.083209,0.296478,0.027509,0.00367,0.004115,0.001611,0.001241,0.001103,0.000873,0.000719,0.000476,0.000363,0.000199,0.000087,?
979,'2018/01/18 19:43:11:426',3,0.150881,0.680487,0.134077,0.054466,0.150438,0.230458,0.375617,0.017113,0.020487,0.026502,0.026552,0.074079,0.296011,0.029725,0.004707,0.003415,0.001856,0.001231,0.000926,0.000795,0.000604,0.000451,0.0003,0.000212,0.000099,?
980,'2018/01/18 19:43:11:438',3,0.101751,0.412468,0.187558,0.041192,0.164043,0.219293,0.331122,0.022254,0.033783,0.016168,0.023964,0.071357,0.300864,0.031613,0.003156,0.003111,0.002137,0.001139,0.000864,0.000727,0.000568,0.000518,0.000283,0.000196,0.000099,?
981,'2018/01/18 19:43:11:449',3,0.092512,0.348852,0.134235,0.033825,0.177618,0.219699,0.323538,0.017853,0.028197,0.018291,0.022679,0.065005,0.290902,0.033032,0.001923,0.003067,0.001448,0.001294,0.000971,0.000802,0.000647,0.000509,0.000344,0.000196,0.000105,?
982,'2018/01/18 19:43:11:461',3,0.06401,0.275214,0.112517,0.039489,0.173209,0.195964,0.318302,0.041351,0.014308,0.017243,0.018719,0.060737,0.292272,0.040264,0.002578,0.003522,0.001741,0.001513,0.001834,0.000902,0.000767,0.000446,0.000378,0.000188,0.000106,?
983,'2018/01/18 19:43:11:473',3,0.107584,0.491868,0.089233,0.061087,0.129411,0.14822,0.318428,0.040848,0.017644,0.019567,0.014088,0.058248,0.298322,0.036452,0.00357,0.003523,0.001717,0.001317,0.001725,0.000981,0.000672,0.000493,0.000331,0.000184,0.000086,?
984,'2018/01/18 19:43:11:484',3,0.230806,0.335219,0.087566,0.063218,0.114623,0.154607,0.322069,0.033452,0.021012,0.018365,0.012765,0.056312,0.284681,0.032694,0.004634,0.003316,0.002084,0.001518,0.001284,0.00111,0.000745,0.000501,0.000315,0.000199,0.000085,?
985,'2018/01/18 19:43:11:496',3,0.207734,0.251643,0.082097,0.041537,0.119539,0.16418,0.31601,0.035349,0.025258,0.022994,0.014412,0.051508,0.267781,0.029325,0.004682,0.002915,0.002906,0.001227,0.001379,0.000843,0.000737,0.000557,0.000323,0.000202,0.00009,?
986,'2018/01/18 19:43:11:510',3,0.171117,0.554045,0.084278,0.061945,0.127105,0.173396,0.30375,0.036659,0.01612,0.02328,0.012543,0.045996,0.260052,0.0287,0.005268,0.003352,0.002004,0.000982,0.001195,0.000912,0.000601,0.000482,0.000309,0.000175,0.000086,?
987,'2018/01/18 19:43:11:519',3,0.05632,0.472804,0.085187,0.041187,0.103174,0.144401,0.292212,0.033769,0.018303,0.024159,0.015337,0.046191,0.261724,0.03231,0.004028,0.003342,0.001627,0.000874,0.000969,0.000791,0.000572,0.000452,0.000337,0.00017,0.000093,?
988,'2018/01/18 19:43:11:531',3,0.112326,0.369284,0.089369,0.04485,0.106553,0.141195,0.307705,0.017077,0.015361,0.023454,0.014918,0.037723,0.272017,0.032122,0.003685,0.003349,0.001791,0.001086,0.001082,0.000706,0.000667,0.000497,0.000296,0.000196,0.00009,?
989,'2018/01/18 19:43:11:543',3,0.139506,0.392407,0.071103,0.04509,0.102987,0.111381,0.299859,0.016497,0.01772,0.023144,0.017382,0.035166,0.276079,0.029195,0.003282,0.002391,0.001757,0.001006,0.000859,0.000721,0.000656,0.000522,0.000324,0.000203,0.000099,?
990,'2018/01/18 19:43:11:554',3,0.078706,0.450617,0.091558,0.068925,0.094474,0.113311,0.289783,0.017758,0.026489,0.021076,0.019918,0.03369,0.28178,0.026238,0.003468,0.001788,0.00181,0.001185,0.00096,0.000778,0.000521,0.000513,0.000317,0.00019,0.000102,?
991,'2018/01/18 19:43:11:566',3,0.125419,0.306046,0.068957,0.045586,0.105644,0.143541,0.287423,0.019759,0.029149,0.01762,0.014107,0.030002,0.273513,0.024269,0.003693,0.001913,0.00175,0.001241,0.000729,0.000868,0.000503,0.00044,0.000309,0.000171,0.000107,?
992,'2018/01/18 19:43:11:577',3,0.08421,0.288671,0.072902,0.040709,0.095396,0.137937,0.26299,0.018455,0.013567,0.012447,0.01665,0.038225,0.266899,0.024208,0.002873,0.00211,0.001257,0.001192,0.000694,0.00071,0.000598,0.00046,0.000328,0.000166,0.000091,?
993,'2018/01/18 19:43:11:589',3,0.027357,0.363724,0.101882,0.06657,0.086234,0.132024,0.25874,0.020081,0.011055,0.012905,0.013953,0.033585,0.252615,0.025093,0.002189,0.002162,0.001197,0.000825,0.00075,0.000631,0.00071,0.000464,0.0003,0.00019,0.000083,?
994,'2018/01/18 19:43:11:600',3,0.08,0.209507,0.083088,0.048943,0.094368,0.130978,0.233709,0.021705,0.017426,0.011825,0.011305,0.029145,0.255216,0.022847,0.002664,0.001922,0.001598,0.001005,0.000837,0.000698,0.000627,0.000435,0.000284,0.000188,0.000084,?
995,'2018/01/18 19:43:11:618',3,0.091858,0.338787,0.052328,0.058343,0.097068,0.119346,0.236555,0.014438,0.014436,0.014128,0.014581,0.029532,0.263088,0.020696,0.003224,0.002198,0.001849,0.000776,0.000724,0.00078,0.000628,0.00041,0.000277,0.000183,0.000104,?
996,'2018/01/18 19:43:11:624',3,0.08519,0.277839,0.095883,0.05171,0.110546,0.118105,0.228998,0.010275,0.006781,0.013628,0.019213,0.027576,0.268655,0.022025,0.003031,0.00235,0.001718,0.00096,0.001068,0.000759,0.000648,0.000409,0.00026,0.00025,0.000139,?
997,'2018/01/18 19:43:11:635',3,0.167182,0.397868,0.106112,0.020392,0.107838,0.100983,0.184473,0.013923,0.008497,0.014239,0.012061,0.023986,0.281298,0.022128,0.002404,0.001802,0.001608,0.000832,0.001075,0.000599,0.000738,0.00045,0.000323,0.000312,0.000263,?
998,'2018/01/18 19:43:11:653',3,0.129672,0.21408,0.085129,0.03164,0.08217,0.082844,0.17264,0.013983,0.013419,0.014633,0.01181,0.024135,0.288488,0.024682,0.00276,0.002693,0.00149,0.001036,0.000803,0.000661,0.00063,0.000496,0.000295,0.000237,0.00016,?
999,'2018/01/18 19:43:11:658',3,0.067573,0.168991,0.076412,0.043475,0.07718,0.067719,0.182932,0.022156,0.018209,0.015835,0.010493,0.030277,0.283952,0.020648,0.002326,0.00202,0.001629,0.001106,0.000993,0.0007,0.000713,0.000511,0.000285,0.000208,0.000104,?
1000,'2018/01/18 19:43:11:670',3,0.16942,0.203571,0.06259,0.038779,0.074747,0.061845,0.178986,0.020502,0.012246,0.014162,0.00575,0.024034,0.272788,0.019043,0.002839,0.002055,0.001677,0.001023,0.000799,0.000676,0.000603,0.000438,0.000269,0.000225,0.000095,?
1001,'2018/01/18 19:43:11:682',3,0.146781,0.202181,0.127931,0.070213,0.057243,0.059742,0.186168,0.013967,0.007766,0.014099,0.00913,0.023337,0.264762,0.019694,0.002332,0.002374,0.001472,0.000868,0.000868,0.000625,0.000657,0.000351,0.000263,0.000194,0.000101,?
1002,'2018/01/18 19:43:11:693',3,0.059179,0.243837,0.135669,0.037322,0.045377,0.052544,0.191854,0.017039,0.011411,0.010215,0.008669,0.024097,0.27842,0.016143,0.002538,0.002023,0.001358,0.000905,0.000787,0.000724,0.000556,0.000441,0.000257,0.000182,0.000092,?
1003,'2018/01/18 19:43:11:705',3,0.089401,0.222903,0.132849,0.032935,0.045943,0.040875,0.207609,0.00987,0.007385,0.013089,0.006797,0.029378,0.28943,0.014894,0.002692,0.002422,0.001419,0.000917,0.00089,0.000803,0.000549,0.00046,0.000247,0.000181,0.000087,?
1004,'2018/01/18 19:43:11:719',3,0.125061,0.193065,0.084244,0.02816,0.050375,0.050253,0.225404,0.012805,0.013313,0.013982,0.007247,0.031478,0.306161,0.016902,0.002667,0.001856,0.001355,0.001048,0.000841,0.000696,0.000567,0.000425,0.000287,0.000183,0.000082,?
1005,'2018/01/18 19:43:11:735',3,0.09898,0.518288,0.180282,0.043046,0.060116,0.050059,0.279503,0.0141,0.012532,0.015524,0.007774,0.028384,0.313497,0.014213,0.002399,0.001975,0.001543,0.001105,0.000985,0.000656,0.000548,0.000342,0.000287,0.000197,0.000089,?
1006,'2018/01/18 19:43:11:740',3,0.215523,1,0.133064,0.029447,0.040447,0.04351,0.259716,0.019265,0.008357,0.018432,0.007419,0.024643,0.314022,0.017365,0.002247,0.001787,0.001393,0.000905,0.000936,0.000693,0.000526,0.000438,0.000288,0.000178,0.000083,?
1007,'2018/01/18 19:43:11:751',3,0.259759,1,0.105984,0.044679,0.035251,0.049682,0.263389,0.021265,0.010442,0.016676,0.005875,0.025372,0.304802,0.019612,0.002728,0.001825,0.001223,0.000931,0.000819,0.000691,0.000569,0.000575,0.000298,0.000177,0.000079,?
1008,'2018/01/18 19:43:11:768',3,0.377582,0.88232,0.126597,0.061122,0.049864,0.034725,0.223399,0.015318,0.016462,0.013165,0.005917,0.028001,0.305545,0.018502,0.003525,0.0017,0.001375,0.001058,0.00093,0.000763,0.000559,0.00049,0.000285,0.000194,0.000096,?
1009,'2018/01/18 19:43:11:775',3,0.169881,0.327659,0.150065,0.050096,0.045589,0.039196,0.219852,0.008123,0.019134,0.012435,0.00758,0.025898,0.303185,0.019412,0.001627,0.002138,0.001737,0.00117,0.001518,0.000885,0.000533,0.000427,0.000306,0.000202,0.000094,?
1010,'2018/01/18 19:43:11:786',3,0.101417,0.251928,0.163238,0.020811,0.037809,0.037058,0.224243,0.009364,0.017445,0.021271,0.004558,0.023804,0.315021,0.020116,0.001797,0.002431,0.001655,0.000885,0.001341,0.00088,0.000711,0.000402,0.000306,0.000195,0.000095,?
1011,'2018/01/18 19:43:11:798',3,0.11161,0.310063,0.105925,0.017984,0.045643,0.029137,0.242774,0.014071,0.025025,0.020368,0.006149,0.026839,0.31876,0.018048,0.002455,0.002055,0.001281,0.001166,0.001013,0.000921,0.000732,0.000539,0.000295,0.0002,0.000082,?
1012,'2018/01/18 19:43:11:810',3,0.094993,0.150559,0.090851,0.029901,0.054889,0.037812,0.272573,0.024626,0.022841,0.018807,0.004878,0.03223,0.324114,0.019356,0.00209,0.001935,0.00101,0.001261,0.000849,0.000974,0.000645,0.000525,0.000251,0.000199,0.0001,?
1013,'2018/01/18 19:43:11:821',3,0.103073,0.336622,0.168251,0.042041,0.061118,0.029177,0.351085,0.015755,0.025519,0.026128,0.00591,0.030376,0.318952,0.020535,0.00212,0.001932,0.001647,0.000996,0.000831,0.000698,0.000514,0.000484,0.000262,0.000285,0.000272,?
1014,'2018/01/18 19:43:11:836',3,0.281371,0.975133,0.138011,0.053603,0.047216,0.0299,0.399747,0.012556,0.021321,0.027633,0.005571,0.028087,0.319679,0.01576,0.001731,0.001993,0.001677,0.001139,0.000684,0.00073,0.000572,0.00049,0.000258,0.000308,0.00032,?
1015,'2018/01/18 19:43:11:847',3,0.285212,0.679924,0.111131,0.04233,0.039695,0.029539,0.410876,0.022038,0.024887,0.022188,0.00703,0.026999,0.296683,0.017039,0.002182,0.002308,0.001315,0.001135,0.000919,0.000783,0.000656,0.00041,0.00027,0.000217,0.000171,?
1016,'2018/01/18 19:43:11:856',3,0.126385,0.269852,0.068843,0.027334,0.056754,0.029657,0.388949,0.020906,0.016886,0.022379,0.004898,0.023013,0.278935,0.017397,0.002096,0.001783,0.001451,0.000981,0.000872,0.000659,0.000573,0.000418,0.000283,0.000188,0.000144,?
1017,'2018/01/18 19:43:11:868',3,0.077136,0.263079,0.0903,0.035186,0.05115,0.048873,0.347776,0.023062,0.015948,0.02132,0.004009,0.022443,0.288896,0.016954,0.002309,0.002438,0.00132,0.001036,0.000832,0.000802,0.000529,0.000445,0.000324,0.000191,0.000096,?
1018,'2018/01/18 19:43:11:882',3,0.123992,0.338352,0.081962,0.035759,0.044577,0.047734,0.357451,0.029113,0.01639,0.020598,0.004151,0.024638,0.290091,0.018525,0.002441,0.002213,0.001534,0.001178,0.000853,0.000814,0.000538,0.000392,0.000322,0.000211,0.000099,?
1019,'2018/01/18 19:43:11:891',3,0.095054,0.263322,0.081554,0.014321,0.041791,0.032241,0.376186,0.042224,0.013248,0.023598,0.007083,0.026262,0.255788,0.013816,0.002119,0.001896,0.001291,0.000883,0.000828,0.000648,0.000529,0.000422,0.000285,0.000189,0.000113,?
1020,'2018/01/18 19:43:11:904',3,0.086972,0.278722,0.070959,0.037283,0.049524,0.026758,0.353837,0.030841,0.011675,0.023361,0.008588,0.028868,0.248853,0.011626,0.003228,0.001928,0.001488,0.001006,0.000883,0.000574,0.000563,0.000508,0.000292,0.000204,0.00011,?
1021,'2018/01/18 19:43:11:919',3,0.105689,0.429768,0.045575,0.037744,0.045809,0.025486,0.3614,0.048435,0.012063,0.020712,0.010159,0.033448,0.248628,0.01411,0.003789,0.001755,0.000966,0.001192,0.000862,0.000602,0.000636,0.000461,0.000283,0.000179,0.000087,?
1022,'2018/01/18 19:43:11:926',3,0.120752,0.425329,0.098195,0.021643,0.040698,0.029081,0.386908,0.039114,0.012684,0.01929,0.009237,0.031354,0.24451,0.012645,0.003303,0.00192,0.001125,0.001133,0.000645,0.000633,0.000653,0.000437,0.000285,0.000167,0.000095,?
1023,'2018/01/18 19:43:11:937',3,0.14794,0.406907,0.091066,0.031193,0.03186,0.042151,0.399847,0.041722,0.021034,0.014536,0.013315,0.02835,0.240584,0.01474,0.002378,0.001368,0.001303,0.000932,0.000607,0.000659,0.000532,0.000389,0.000282,0.000181,0.00009,?
1024,'2018/01/18 19:43:11:952',3,0.24323,0.449431,0.04161,0.030931,0.025315,0.043718,0.401411,0.029497,0.02002,0.013627,0.01093,0.031547,0.224101,0.012693,0.00343,0.001428,0.001267,0.001175,0.000611,0.000686,0.000507,0.000381,0.000313,0.000193,0.000096,?
1025,'2018/01/18 19:43:11:960',3,0.142238,0.261017,0.076379,0.035694,0.030384,0.048133,0.399469,0.029188,0.018936,0.012098,0.011499,0.029901,0.215138,0.011697,0.002522,0.001632,0.001462,0.001045,0.000716,0.000618,0.000582,0.000368,0.000332,0.000176,0.000104,?
1026,'2018/01/18 19:43:11:972',3,0.094627,0.449277,0.124445,0.036349,0.028118,0.040435,0.353615,0.030317,0.021901,0.012521,0.008996,0.024233,0.20022,0.011567,0.002595,0.001559,0.001283,0.001049,0.000702,0.000684,0.000599,0.000445,0.000299,0.000179,0.0001,?
1027,'2018/01/18 19:43:11:983',3,0.075952,0.372379,0.132096,0.037132,0.025865,0.03896,0.352773,0.03489,0.021236,0.010097,0.012826,0.025302,0.201258,0.010385,0.002913,0.001817,0.001205,0.000776,0.000968,0.000694,0.000474,0.000443,0.000306,0.000198,0.000088,?
1028,'2018/01/18 19:43:11:995',3,0.12084,0.312149,0.097684,0.0546,0.040664,0.048535,0.331477,0.026157,0.016055,0.008823,0.010562,0.024982,0.186662,0.009226,0.002543,0.00205,0.001497,0.001211,0.002321,0.000975,0.000614,0.000467,0.0003,0.000195,0.000084,?
1029,'2018/01/18 19:43:12:007',3,0.08303,0.465189,0.082219,0.037599,0.020897,0.056394,0.3496,0.027586,0.015501,0.008331,0.011551,0.026964,0.174956,0.008985,0.002419,0.00162,0.001555,0.001011,0.001609,0.001008,0.000616,0.00051,0.000282,0.00015,0.00008,?
