@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute outputs-1 {0,1,2,3}

@data
1724,'2018/01/18 19:45:09:118',6,0.051605,0.157237,0.054703,0.034081,0.012759,0.015244,0.009684,0.002914,0.006815,0.005298,0.005983,0.005675,0.003751,0.002666,0.002236,0.001881,0.001262,0.000837,0.001008,0.000739,0.000469,0.000434,0.000286,0.000168,0.000084,3
1725,'2018/01/18 19:45:09:129',6,0.049159,0.240677,0.104503,0.030367,0.021058,0.013654,0.006857,0.006575,0.006121,0.0046,0.00557,0.004116,0.00453,0.001695,0.001864,0.001266,0.00106,0.000694,0.000789,0.000642,0.000464,0.000415,0.000267,0.000153,0.000075,3
1726,'2018/01/18 19:45:09:141',6,0.046532,0.230677,0.067003,0.035076,0.009965,0.010454,0.005416,0.007959,0.007297,0.003115,0.004673,0.003476,0.002928,0.002048,0.002173,0.00124,0.000767,0.000742,0.000652,0.000594,0.000435,0.000445,0.000265,0.000153,0.000078,3
1727,'2018/01/18 19:45:09:153',6,0.042979,0.219829,0.053322,0.023824,0.008607,0.006082,0.004368,0.006513,0.007747,0.005127,0.004222,0.0051,0.00394,0.003044,0.002283,0.002017,0.001092,0.000771,0.000598,0.000479,0.000472,0.000411,0.000289,0.000162,0.000075,3
1728,'2018/01/18 19:45:09:164',6,0.050555,0.201043,0.071271,0.031351,0.012756,0.006651,0.006235,0.003472,0.003683,0.005227,0.003926,0.006747,0.003441,0.003439,0.002287,0.00164,0.001242,0.000677,0.000552,0.000555,0.00046,0.00039,0.000268,0.000148,0.000074,3
1729,'2018/01/18 19:45:09:176',6,0.085834,0.139884,0.038785,0.023503,0.012341,0.006394,0.006099,0.003295,0.004704,0.004968,0.006808,0.004168,0.003345,0.003942,0.00263,0.001261,0.001092,0.000826,0.000749,0.000616,0.000501,0.000436,0.000259,0.000153,0.000077,3
1730,'2018/01/18 19:45:09:188',6,0.075077,0.094362,0.025455,0.019823,0.009573,0.005511,0.005737,0.002844,0.004538,0.005117,0.003983,0.003436,0.004863,0.002801,0.002773,0.001488,0.001126,0.000807,0.000896,0.000588,0.000484,0.000394,0.000243,0.000141,0.000069,3
1731,'2018/01/18 19:45:09:209',6,0.113152,0.090644,0.073143,0.022621,0.014564,0.006264,0.003104,0.003294,0.006172,0.005749,0.004561,0.004679,0.00407,0.002411,0.00277,0.002805,0.001236,0.001012,0.000757,0.000698,0.000486,0.000507,0.000284,0.000154,0.000068,3
1732,'2018/01/18 19:45:09:211',6,0.184278,0.12578,0.103743,0.021821,0.014335,0.005106,0.00534,0.005181,0.005105,0.005613,0.004517,0.004482,0.0036,0.00275,0.002491,0.006111,0.002842,0.001197,0.001313,0.001025,0.000463,0.000462,0.000319,0.000171,0.000094,3
1733,'2018/01/18 19:45:09:222',6,0.127476,0.164117,0.110101,0.041308,0.014297,0.007466,0.0058,0.005065,0.00461,0.002648,0.003499,0.006183,0.004514,0.00358,0.003169,0.022035,0.012602,0.002437,0.002595,0.002561,0.00093,0.000764,0.000475,0.000272,0.000149,3
1734,'2018/01/18 19:45:09:244',6,0.075296,0.261153,0.065999,0.037191,0.015038,0.00726,0.007512,0.008548,0.008246,0.004947,0.004555,0.009898,0.005821,0.004922,0.011682,0.03412,0.020288,0.006888,0.004548,0.007349,0.002187,0.001671,0.001123,0.000567,0.000307,3
1735,'2018/01/18 19:45:09:246',6,0.111008,0.318753,0.071715,0.027835,0.007196,0.003103,0.005607,0.013433,0.012434,0.005982,0.005854,0.008852,0.005796,0.005167,0.018437,0.046166,0.019079,0.010455,0.009527,0.009079,0.0044,0.002364,0.002209,0.00107,0.000455,3
1736,'2018/01/18 19:45:09:257',6,0.121675,0.376549,0.076692,0.027934,0.020722,0.006698,0.003509,0.010631,0.008814,0.007173,0.008573,0.011723,0.009127,0.006427,0.010225,0.047265,0.0242,0.009318,0.010995,0.010799,0.004739,0.002415,0.002686,0.001568,0.000566,3
1737,'2018/01/18 19:45:09:275',6,0.079006,0.309236,0.073075,0.070157,0.016135,0.005255,0.003691,0.00811,0.005597,0.006727,0.009589,0.012423,0.011463,0.008546,0.010756,0.038173,0.030239,0.013215,0.007373,0.008276,0.005585,0.002977,0.002374,0.001325,0.000511,3
1738,'2018/01/18 19:45:09:280',6,0.112402,0.195483,0.05769,0.04592,0.005841,0.003979,0.004251,0.010509,0.00662,0.005557,0.007299,0.01436,0.014841,0.005345,0.016479,0.049211,0.024371,0.008782,0.006373,0.006469,0.005976,0.002577,0.00154,0.001324,0.000339,3
1739,'2018/01/18 19:45:09:292',6,0.085846,0.281539,0.069195,0.039893,0.007308,0.004741,0.005918,0.014047,0.009341,0.007568,0.004663,0.013027,0.014116,0.005868,0.013138,0.02983,0.015293,0.004305,0.006409,0.00789,0.007139,0.003095,0.001419,0.001208,0.000288,3
1740,'2018/01/18 19:45:09:306',6,0.041893,0.227244,0.048221,0.024014,0.007006,0.004017,0.004442,0.009408,0.011418,0.006883,0.006014,0.012443,0.006586,0.005512,0.011881,0.016793,0.011325,0.003457,0.006824,0.008588,0.00451,0.002203,0.000871,0.000882,0.000289,3
1741,'2018/01/18 19:45:09:315',6,0.053641,0.114759,0.069727,0.040588,0.01002,0.004614,0.004694,0.008269,0.006922,0.005745,0.006213,0.013195,0.008123,0.006427,0.009907,0.033424,0.017789,0.005247,0.008966,0.00957,0.00482,0.001815,0.000789,0.001199,0.000311,3
1742,'2018/01/18 19:45:09:327',6,0.090225,0.217549,0.082163,0.030416,0.010087,0.005255,0.003452,0.006281,0.005277,0.007057,0.007747,0.008485,0.009901,0.009762,0.012088,0.039253,0.018121,0.004591,0.00796,0.009516,0.003809,0.003917,0.00099,0.001334,0.000338,3
1743,'2018/01/18 19:45:09:340',6,0.071651,0.227432,0.059815,0.023526,0.011698,0.008706,0.00615,0.005863,0.004895,0.008382,0.01027,0.015453,0.009094,0.009872,0.011189,0.03356,0.014901,0.004589,0.009109,0.007258,0.003824,0.003021,0.001355,0.001209,0.000318,3
1744,'2018/01/18 19:45:09:350',6,0.201453,0.338517,0.057854,0.033844,0.058259,0.143233,0.167281,0.081849,0.007528,0.01341,0.009882,0.028,0.072797,0.04736,0.024997,0.036973,0.016178,0.006021,0.011786,0.008625,0.005299,0.001969,0.001476,0.001194,0.000325,3
1745,'2018/01/18 19:45:09:361',6,0.261336,0.293789,0.147466,0.097111,0.108856,0.350458,0.362653,0.178702,0.026736,0.028783,0.018498,0.05494,0.126007,0.071456,0.03274,0.034672,0.01968,0.005056,0.011808,0.007251,0.005651,0.003846,0.002458,0.001571,0.000383,3
1746,'2018/01/18 19:45:09:375',6,0.264791,0.479393,0.142189,0.119168,0.088046,0.332442,0.305369,0.127793,0.082,0.066293,0.032135,0.030005,0.083002,0.045418,0.019081,0.023403,0.022228,0.006423,0.010819,0.006805,0.005518,0.006764,0.003224,0.003086,0.000442,3
1747,'2018/01/18 19:45:09:392',6,0.105028,0.219968,0.1424,0.117171,0.09221,0.228998,0.223904,0.129275,0.197878,0.091157,0.065346,0.041921,0.048116,0.04629,0.027931,0.032273,0.023657,0.005243,0.009203,0.00409,0.005508,0.006129,0.003203,0.002719,0.000568,3
1748,'2018/01/18 19:45:09:398',6,0.089592,0.236329,0.069331,0.074624,0.083322,0.14393,0.107984,0.084485,0.095049,0.061735,0.030276,0.023526,0.030659,0.028484,0.022248,0.033526,0.022583,0.005503,0.009494,0.005502,0.004226,0.00419,0.001986,0.001217,0.000531,3
1749,'2018/01/18 19:45:09:408',6,0.097324,0.139916,0.055065,0.078894,0.078027,0.132934,0.128945,0.061783,0.064356,0.029387,0.017617,0.01143,0.027034,0.022717,0.02911,0.036016,0.025373,0.004309,0.008159,0.005136,0.002545,0.002047,0.001232,0.000693,0.000302,3
1750,'2018/01/18 19:45:09:426',6,0.107659,0.285475,0.043974,0.052471,0.064169,0.150457,0.125889,0.055257,0.044401,0.019152,0.01018,0.011255,0.027015,0.024136,0.032642,0.028912,0.026427,0.003536,0.005605,0.003591,0.00187,0.001074,0.001091,0.000485,0.000212,3
1751,'2018/01/18 19:45:09:431',6,0.218243,0.419262,0.066915,0.073575,0.084001,0.145328,0.106316,0.064495,0.029366,0.017657,0.011239,0.009659,0.015918,0.013541,0.016273,0.035942,0.01979,0.002766,0.004138,0.002088,0.001226,0.000842,0.00073,0.000363,0.000157,3
1752,'2018/01/18 19:45:09:443',6,0.157382,0.511575,0.107646,0.058984,0.070376,0.167493,0.085601,0.063829,0.024301,0.009626,0.008681,0.008685,0.013616,0.011617,0.007661,0.028841,0.017327,0.00234,0.003169,0.001704,0.001025,0.000733,0.000512,0.000287,0.000118,3
1753,'2018/01/18 19:45:09:454',6,0.147681,0.451665,0.10763,0.088836,0.036328,0.144222,0.081139,0.036679,0.017504,0.010266,0.008082,0.008557,0.009416,0.010254,0.008211,0.030582,0.015514,0.002559,0.003003,0.002425,0.000969,0.00073,0.000526,0.000283,0.000112,3
1754,'2018/01/18 19:45:09:466',6,0.180873,0.401693,0.145907,0.063174,0.073727,0.157122,0.084856,0.025391,0.016689,0.006873,0.007998,0.007332,0.008339,0.007383,0.007614,0.033217,0.012197,0.001965,0.002385,0.00182,0.000929,0.000696,0.000498,0.000257,0.000121,3
1755,'2018/01/18 19:45:09:478',6,0.103413,0.26132,0.125081,0.058499,0.057366,0.13488,0.079757,0.018291,0.013193,0.010716,0.009107,0.007051,0.009295,0.007154,0.008512,0.022212,0.013871,0.001457,0.001965,0.001182,0.000828,0.000555,0.000485,0.000247,0.000097,3
1756,'2018/01/18 19:45:09:489',6,0.065626,0.165706,0.057433,0.072037,0.025244,0.124298,0.066046,0.013834,0.011302,0.010617,0.006785,0.007384,0.006465,0.006979,0.005568,0.009789,0.006867,0.001692,0.001243,0.00093,0.000849,0.000541,0.000388,0.000222,0.00009,3
1757,'2018/01/18 19:45:09:501',6,0.160989,0.204505,0.061195,0.058303,0.039223,0.094962,0.061863,0.012816,0.012836,0.006838,0.007535,0.003493,0.004627,0.005689,0.004545,0.006182,0.004448,0.001641,0.001104,0.000869,0.000682,0.000566,0.000359,0.000227,0.000092,3
1758,'2018/01/18 19:45:09:513',6,0.196129,0.147793,0.104855,0.083113,0.04865,0.104604,0.06252,0.014676,0.010006,0.005242,0.010184,0.003952,0.005893,0.004749,0.002928,0.002969,0.001763,0.00153,0.001001,0.000864,0.000585,0.000452,0.000338,0.000212,0.000095,3
1759,'2018/01/18 19:45:09:527',6,0.126116,0.426843,0.129185,0.061372,0.030928,0.103739,0.04653,0.013966,0.00871,0.008829,0.004676,0.006017,0.006176,0.003839,0.002534,0.002229,0.001821,0.001301,0.001402,0.000769,0.000615,0.000531,0.000338,0.000205,0.000091,3
1760,'2018/01/18 19:45:09:536',6,0.181597,0.669233,0.157956,0.042738,0.027461,0.082463,0.028559,0.013599,0.008491,0.010109,0.006655,0.00551,0.008393,0.00494,0.002458,0.004328,0.002884,0.001215,0.00153,0.001101,0.000872,0.000473,0.000406,0.000187,0.000088,3
1761,'2018/01/18 19:45:09:547',6,0.197254,0.276021,0.07467,0.050574,0.017285,0.071159,0.026238,0.017346,0.012199,0.008178,0.008105,0.007204,0.007781,0.006783,0.00365,0.005423,0.003461,0.001704,0.001143,0.001116,0.001157,0.000632,0.000416,0.00022,0.000093,3
1762,'2018/01/18 19:45:09:560',6,0.152085,0.394009,0.074591,0.041781,0.039199,0.062554,0.020984,0.015849,0.010618,0.005999,0.007797,0.010531,0.00626,0.005514,0.003922,0.00686,0.004372,0.001768,0.001439,0.001472,0.001405,0.000908,0.000494,0.000326,0.000109,3
1763,'2018/01/18 19:45:09:571',6,0.137081,0.256272,0.063364,0.050986,0.028427,0.049358,0.020426,0.010624,0.010138,0.003488,0.007166,0.00951,0.008853,0.00624,0.00596,0.011217,0.006292,0.001794,0.001789,0.001324,0.001214,0.000793,0.000466,0.000348,0.000117,3
1764,'2018/01/18 19:45:09:582',6,0.124674,0.192855,0.152105,0.061427,0.020535,0.049745,0.021364,0.007869,0.01112,0.005877,0.010554,0.008838,0.00948,0.007943,0.006568,0.015138,0.010131,0.001735,0.001667,0.001408,0.001689,0.000868,0.000459,0.000392,0.000126,3
1765,'2018/01/18 19:45:09:594',6,0.047395,0.245648,0.142419,0.045865,0.020349,0.040655,0.027489,0.008236,0.008723,0.005907,0.009508,0.00525,0.006068,0.007026,0.004572,0.006447,0.007154,0.001881,0.001621,0.001403,0.001147,0.000927,0.000443,0.00035,0.000113,3
1766,'2018/01/18 19:45:09:605',6,0.113798,0.29353,0.126493,0.06196,0.027089,0.035919,0.021119,0.009329,0.005432,0.006005,0.007452,0.00772,0.00417,0.005452,0.003567,0.003803,0.006064,0.001617,0.001427,0.001227,0.000894,0.000786,0.000379,0.000264,0.000107,3
1767,'2018/01/18 19:45:09:617',6,0.115179,0.263865,0.063343,0.036624,0.013891,0.028922,0.014637,0.01094,0.004281,0.009498,0.005128,0.009418,0.003944,0.004299,0.00348,0.003086,0.002755,0.001236,0.001165,0.000894,0.000723,0.000646,0.00035,0.00021,0.000092,3
1768,'2018/01/18 19:45:09:629',6,0.086297,0.233194,0.058797,0.040536,0.015422,0.023227,0.01831,0.007604,0.009111,0.005118,0.006454,0.009218,0.003845,0.003828,0.00285,0.002786,0.001614,0.001051,0.00095,0.00086,0.000797,0.000489,0.000344,0.000195,0.000086,3
1769,'2018/01/18 19:45:09:642',6,0.070539,0.15695,0.095032,0.033939,0.009665,0.020123,0.011508,0.011494,0.012661,0.004009,0.00792,0.008487,0.003648,0.004474,0.003016,0.002567,0.001644,0.000984,0.001053,0.0009,0.000754,0.000452,0.000283,0.000197,0.000083,3
1770,'2018/01/18 19:45:09:660',6,0.057919,0.089486,0.117839,0.028649,0.01014,0.015665,0.008976,0.007469,0.008225,0.004158,0.008107,0.006346,0.004588,0.003307,0.003213,0.003036,0.001895,0.001508,0.001262,0.000855,0.000833,0.000487,0.00034,0.000207,0.000091,3
1771,'2018/01/18 19:45:09:663',6,0.029785,0.150016,0.104936,0.047731,0.014024,0.016508,0.010938,0.0094,0.011224,0.004989,0.005673,0.005961,0.00704,0.003333,0.002982,0.003786,0.004151,0.001667,0.001736,0.000948,0.001059,0.000577,0.000329,0.000235,0.000097,3
1772,'2018/01/18 19:45:09:675',6,0.074305,0.159972,0.060465,0.022697,0.01689,0.020596,0.01096,0.008219,0.00865,0.005755,0.00783,0.006557,0.003657,0.004435,0.00522,0.006314,0.005756,0.001822,0.001497,0.001812,0.001466,0.000671,0.000441,0.000277,0.00012,3
1773,'2018/01/18 19:45:09:689',6,0.076203,0.202859,0.080242,0.029414,0.02136,0.013327,0.007386,0.008501,0.011994,0.007537,0.006979,0.009435,0.005899,0.004475,0.00602,0.010502,0.006242,0.002269,0.002236,0.001792,0.001667,0.000893,0.000463,0.000352,0.000121,3
1774,'2018/01/18 19:45:09:699',6,0.092004,0.24688,0.077838,0.027662,0.013065,0.016711,0.007005,0.007339,0.015554,0.005489,0.00686,0.010052,0.00938,0.004506,0.005381,0.009495,0.008636,0.004259,0.002464,0.001592,0.001548,0.001263,0.000474,0.000441,0.000136,3
1775,'2018/01/18 19:45:09:710',6,0.19441,0.366329,0.093115,0.018932,0.018439,0.015138,0.010984,0.009823,0.009057,0.004363,0.006868,0.009212,0.010901,0.003284,0.007194,0.0225,0.013604,0.004311,0.003695,0.001997,0.003158,0.001413,0.000623,0.000514,0.000153,3
1776,'2018/01/18 19:45:09:722',6,0.111098,0.233319,0.083767,0.014866,0.017,0.022316,0.014001,0.009501,0.008643,0.007258,0.007874,0.009246,0.009928,0.004425,0.010304,0.032507,0.019622,0.004007,0.005311,0.003256,0.004802,0.00119,0.000701,0.000576,0.000165,3
1777,'2018/01/18 19:45:09:733',6,0.078236,0.382693,0.121982,0.051553,0.019677,0.013872,0.012309,0.006872,0.009585,0.007408,0.01027,0.009246,0.008808,0.004163,0.00813,0.035384,0.020863,0.002982,0.004024,0.002997,0.003124,0.001146,0.000589,0.000647,0.000174,3
1778,'2018/01/18 19:45:09:746',6,0.059774,0.41841,0.139402,0.060285,0.014056,0.013652,0.012295,0.006193,0.006202,0.008553,0.009988,0.006641,0.007835,0.005733,0.006448,0.028098,0.028803,0.002633,0.003453,0.002377,0.002423,0.001119,0.000483,0.000533,0.000166,3
1779,'2018/01/18 19:45:09:756',6,0.084404,0.282298,0.094014,0.036769,0.006048,0.013718,0.011013,0.004798,0.004324,0.005718,0.009394,0.005219,0.005488,0.005293,0.005312,0.010023,0.018964,0.001758,0.00178,0.001899,0.00258,0.000984,0.000494,0.00043,0.000146,3
1780,'2018/01/18 19:45:09:772',6,0.035681,0.238547,0.090273,0.042572,0.006704,0.019588,0.010939,0.004498,0.006147,0.006257,0.00892,0.007175,0.004665,0.004327,0.003003,0.008687,0.008093,0.001178,0.001697,0.001413,0.001646,0.001049,0.000397,0.00031,0.000103,3
1781,'2018/01/18 19:45:09:780',6,0.135424,0.317444,0.12807,0.041227,0.005741,0.011212,0.008647,0.004505,0.004697,0.006703,0.004436,0.006373,0.005601,0.003749,0.003085,0.004455,0.00394,0.001131,0.001088,0.000863,0.000834,0.001043,0.000325,0.000238,0.000088,3
1782,'2018/01/18 19:45:09:791',6,0.180996,0.691431,0.081084,0.026961,0.011624,0.010789,0.009015,0.005907,0.006262,0.00739,0.005636,0.005616,0.004928,0.003941,0.00277,0.001848,0.001734,0.000975,0.000871,0.00064,0.000569,0.00101,0.000332,0.000176,0.00008,3
1783,'2018/01/18 19:45:09:803',6,0.099649,0.659445,0.084852,0.022548,0.01206,0.011699,0.009124,0.003904,0.007055,0.005556,0.004193,0.00303,0.003724,0.002762,0.00229,0.001627,0.001175,0.00111,0.000849,0.000727,0.000515,0.000987,0.000323,0.00019,0.000088,3
1784,'2018/01/18 19:45:09:815',6,0.034902,0.738459,0.137734,0.028025,0.011777,0.010276,0.0046,0.006102,0.005322,0.004253,0.004457,0.003849,0.003869,0.003117,0.002404,0.001903,0.001452,0.001276,0.000886,0.000664,0.000651,0.000847,0.000332,0.000171,0.000092,3
1785,'2018/01/18 19:45:09:826',6,0.097628,0.480589,0.102105,0.034824,0.012975,0.011208,0.006437,0.006323,0.004823,0.0055,0.006443,0.005205,0.003479,0.002541,0.002622,0.001659,0.00151,0.001264,0.001225,0.000701,0.000588,0.000587,0.000312,0.000163,0.000083,3
1786,'2018/01/18 19:45:09:843',6,0.141458,0.131841,0.104311,0.026944,0.010862,0.009916,0.010563,0.008528,0.005406,0.007766,0.006972,0.00493,0.002704,0.002788,0.002759,0.002054,0.001209,0.001152,0.00125,0.000814,0.000519,0.000544,0.000283,0.000167,0.000087,3
1787,'2018/01/18 19:45:09:849',6,0.157896,0.148676,0.076989,0.038214,0.014258,0.010429,0.011673,0.006109,0.007321,0.007206,0.005528,0.004612,0.003913,0.00274,0.001862,0.002182,0.001111,0.001088,0.001059,0.00062,0.000555,0.000576,0.000272,0.000178,0.000087,3
1788,'2018/01/18 19:45:09:861',6,0.12654,0.280202,0.055955,0.038046,0.014532,0.008632,0.008729,0.0113,0.005386,0.008199,0.006125,0.00536,0.005045,0.002988,0.001733,0.001388,0.001111,0.001115,0.00093,0.000658,0.000584,0.000472,0.000305,0.000171,0.000088,3
1789,'2018/01/18 19:45:09:874',6,0.060793,0.164478,0.046305,0.047172,0.007317,0.005666,0.005118,0.007216,0.003999,0.004121,0.005489,0.004543,0.003204,0.003115,0.002212,0.001613,0.000993,0.001144,0.00071,0.00073,0.000516,0.000443,0.000326,0.000153,0.000079,3
1790,'2018/01/18 19:45:09:884',6,0.067265,0.182107,0.065468,0.029885,0.007188,0.007212,0.003852,0.004836,0.005944,0.005488,0.005085,0.004614,0.004622,0.003921,0.001957,0.001655,0.001261,0.001023,0.001001,0.000634,0.000476,0.000385,0.000263,0.000164,0.000079,3
1791,'2018/01/18 19:45:09:905',6,0.14031,0.343951,0.132766,0.025285,0.005509,0.008653,0.006397,0.007342,0.006179,0.005394,0.005,0.004367,0.00456,0.003409,0.00228,0.001852,0.00115,0.001064,0.00095,0.000588,0.000432,0.000424,0.000262,0.000152,0.000075,3
1792,'2018/01/18 19:45:09:907',6,0.111708,0.187344,0.094591,0.034245,0.009317,0.00854,0.009543,0.006699,0.004948,0.005404,0.005431,0.005834,0.003578,0.003495,0.002222,0.001433,0.001113,0.000946,0.000953,0.000713,0.000429,0.000367,0.000274,0.000161,0.000081,3
1793,'2018/01/18 19:45:09:919',6,0.143484,0.166779,0.090315,0.045822,0.006317,0.008206,0.007375,0.006305,0.005015,0.00465,0.005695,0.005759,0.003467,0.002893,0.001772,0.001498,0.001022,0.000995,0.001248,0.000798,0.000463,0.000377,0.000245,0.000173,0.000077,3
1794,'2018/01/18 19:45:09:931',6,0.144338,0.272101,0.077389,0.036513,0.006869,0.007833,0.006946,0.00532,0.004377,0.005221,0.005899,0.004217,0.004662,0.00444,0.001804,0.001458,0.001007,0.000815,0.001007,0.000669,0.000476,0.000465,0.000259,0.000164,0.000079,3
1795,'2018/01/18 19:45:09:942',6,0.16154,0.180446,0.097065,0.026985,0.010954,0.011096,0.007028,0.00622,0.005475,0.004911,0.004729,0.003856,0.00382,0.003744,0.002296,0.001657,0.001309,0.000896,0.000856,0.000635,0.000484,0.000442,0.000232,0.000159,0.000073,3
1796,'2018/01/18 19:45:09:956',6,0.10906,0.205068,0.072788,0.030224,0.012968,0.008283,0.006392,0.004035,0.0055,0.003953,0.006276,0.004843,0.003961,0.003971,0.002154,0.001642,0.001021,0.000977,0.000772,0.000664,0.000477,0.000383,0.000232,0.000164,0.00008,3
1797,'2018/01/18 19:45:09:965',6,0.096415,0.209116,0.144534,0.055546,0.00705,0.003107,0.004782,0.006084,0.006758,0.004626,0.005295,0.004158,0.003348,0.004476,0.002104,0.001257,0.001182,0.000795,0.000806,0.000628,0.000523,0.000398,0.000261,0.000163,0.000083,3
1798,'2018/01/18 19:45:09:977',6,0.139638,0.262986,0.062094,0.059134,0.007956,0.002357,0.005469,0.00619,0.008849,0.005446,0.005652,0.004171,0.00189,0.003207,0.001828,0.001241,0.001013,0.000746,0.000754,0.000639,0.000512,0.00035,0.000276,0.000159,0.000079,3
1799,'2018/01/18 19:45:09:989',6,0.089683,0.213483,0.042134,0.036673,0.014858,0.008929,0.005182,0.006813,0.008769,0.00478,0.005021,0.006703,0.003912,0.003482,0.001854,0.001402,0.001123,0.00086,0.000726,0.000646,0.000451,0.000293,0.000277,0.000171,0.000079,3
1800,'2018/01/18 19:45:10:000',6,0.079988,0.237302,0.085893,0.021709,0.012104,0.012754,0.007263,0.006065,0.006039,0.004383,0.006309,0.004606,0.00413,0.002783,0.001604,0.001503,0.001122,0.000647,0.000829,0.000473,0.000361,0.000376,0.000259,0.000159,0.000067,3
1801,'2018/01/18 19:45:10:012',6,0.059695,0.155519,0.091122,0.027937,0.007165,0.006067,0.006781,0.004782,0.004232,0.004777,0.006614,0.003877,0.005251,0.002628,0.002129,0.001331,0.001197,0.00088,0.001151,0.000586,0.000434,0.000327,0.000242,0.000148,0.000078,3
1802,'2018/01/18 19:45:10:023',6,0.117398,0.207126,0.066239,0.019463,0.011634,0.00674,0.007887,0.004449,0.007969,0.00606,0.006725,0.003539,0.004346,0.003955,0.002297,0.001281,0.001279,0.001042,0.000775,0.000558,0.000447,0.000353,0.000232,0.000149,0.000074,3
1803,'2018/01/18 19:45:10:035',6,0.056556,0.254764,0.045531,0.017616,0.009326,0.008327,0.006572,0.005899,0.009412,0.005485,0.005684,0.003197,0.002821,0.002719,0.002164,0.001182,0.00091,0.000854,0.000666,0.000477,0.000426,0.000373,0.00026,0.000132,0.000075,3
1804,'2018/01/18 19:45:10:047',6,0.151593,0.51525,0.05526,0.021439,0.011271,0.007516,0.004231,0.007264,0.007679,0.004514,0.004533,0.002797,0.001983,0.003321,0.00193,0.001449,0.000862,0.000777,0.000696,0.000569,0.000494,0.000349,0.000294,0.000134,0.000071,3
1805,'2018/01/18 19:45:10:058',6,0.241003,0.434652,0.063542,0.025645,0.007875,0.002658,0.007069,0.007846,0.005784,0.001796,0.004367,0.003981,0.00258,0.002924,0.001869,0.001622,0.001193,0.000676,0.000568,0.000495,0.000446,0.000345,0.000237,0.000141,0.000068,3
1806,'2018/01/18 19:45:10:070',6,0.315393,0.429937,0.104638,0.032961,0.010978,0.004479,0.007989,0.004903,0.005667,0.002124,0.003621,0.004086,0.002901,0.002078,0.001462,0.001645,0.000756,0.000606,0.000468,0.000453,0.000465,0.00034,0.000253,0.000127,0.000071,3
1807,'2018/01/18 19:45:10:081',6,0.210459,0.295543,0.100653,0.021162,0.01046,0.005682,0.006203,0.004522,0.003554,0.003363,0.003632,0.002346,0.002438,0.00224,0.001761,0.000867,0.000722,0.000611,0.000736,0.000583,0.000397,0.000314,0.000234,0.000127,0.000076,3
